1,1,678.30,768.71,45.09,56.53,1,-1,-1,-1
1,2,1303.31,415.32,267.17,70.69,1,-1,-1,-1
1,3,272.89,925.90,36.32,51.45,1,-1,-1,-1
1,4,469.00,414.12,162.49,93.19,1,-1,-1,-1
1,5,1026.33,707.12,19.68,44.52,1,-1,-1,-1
1,6,297.56,978.56,37.88,78.83,1,-1,-1,-1
1,7,1106.03,621.01,38.98,91.57,1,-1,-1,-1
1,8,1066.78,515.19,46.44,104.89,1,-1,-1,-1
1,9,1242.14,444.54,39.99,99.32,1,-1,-1,-1
1,10,831.99,265.31,93.97,52.59,1,-1,-1,-1
1,11,1508.49,513.97,35.27,55.82,1,-1,-1,-1
1,12,1004.44,568.45,59.30,175.83,1,-1,-1,-1
1,13,1092.88,542.72,44.29,122.46,1,-1,-1,-1
1,14,1081.45,594.20,42.22,157.78,1,-1,-1,-1
1,15,1130.35,581.21,30.85,72.30,1,-1,-1,-1
1,16,790.62,485.96,40.15,120.54,1,-1,-1,-1
1,17,918.55,539.07,60.72,143.93,1,-1,-1,-1
1,18,1487.64,671.07,46.24,81.63,1,-1,-1,-1
1,19,1055.26,442.06,33.94,105.18,1,-1,-1,-1
1,20,1295.65,377.29,218.16,57.10,1,-1,-1,-1
1,21,762.14,274.77,71.74,42.95,1,-1,-1,-1
1,22,1364.62,1024.85,83.09,55.15,1,-1,-1,-1
1,23,1444.75,513.91,41.76,54.52,1,-1,-1,-1
1,24,815.21,515.40,51.19,172.83,1,-1,-1,-1
1,25,1234.10,584.77,35.00,184.57,1,-1,-1,-1
1,26,760.49,692.81,80.58,201.25,1,-1,-1,-1
1,27,412.56,790.82,78.60,259.93,1,-1,-1,-1
1,28,954.27,606.00,67.42,193.60,1,-1,-1,-1
1,29,459.56,827.43,42.41,99.94,1,-1,-1,-1
1,30,1028.25,609.99,78.44,187.01,1,-1,-1,-1
1,31,865.48,528.54,51.65,157.97,1,-1,-1,-1
1,32,1674.35,672.99,64.48,200.11,1,-1,-1,-1
1,33,1428.07,595.48,66.44,172.93,1,-1,-1,-1
1,34,1168.35,608.43,61.08,180.92,1,-1,-1,-1
1,35,1585.10,678.26,93.38,231.62,1,-1,-1,-1
1,36,345.49,815.68,106.06,263.02,1,-1,-1,-1
1,37,1473.02,644.36,70.69,199.47,1,-1,-1,-1
1,38,1654.51,836.13,94.93,238.17,1,-1,-1,-1
1,39,666.41,683.58,97.34,216.39,1,-1,-1,-1
1,40,197.22,815.86,115.53,264.12,1,-1,-1,-1
2,41,1011.19,519.49,51.54,80.48,1,-1,-1,-1
2,42,1413.31,577.02,21.68,172.86,1,-1,-1,-1
2,43,802.45,752.46,47.90,69.42,1,-1,-1,-1
2,44,936.65,642.33,24.48,54.96,1,-1,-1,-1
2,45,748.25,474.49,27.03,100.43,1,-1,-1,-1
2,46,1212.19,469.86,20.01,44.63,1,-1,-1,-1
2,47,433.98,983.03,32.55,83.98,1,-1,-1,-1
2,1,676.97,766.41,45.60,59.89,1,-1,-1,-1
2,3,274.16,922.51,34.21,50.95,1,-1,-1,-1
2,6,301.20,974.39,37.95,80.71,1,-1,-1,-1
2,7,1105.59,619.97,38.48,91.10,1,-1,-1,-1
2,8,1066.18,515.51,47.32,105.05,1,-1,-1,-1
2,9,1243.53,443.87,40.18,100.23,1,-1,-1,-1
2,12,1006.50,569.90,58.14,175.71,1,-1,-1,-1
2,13,1093.55,543.36,44.33,122.67,1,-1,-1,-1
2,14,1082.46,591.40,45.30,162.88,1,-1,-1,-1
2,15,1129.97,582.95,30.53,71.41,1,-1,-1,-1
2,16,790.78,486.97,39.80,119.07,1,-1,-1,-1
2,17,919.85,542.36,58.58,141.56,1,-1,-1,-1
2,18,1485.58,671.14,45.45,80.86,1,-1,-1,-1
2,19,1055.20,441.55,34.00,105.31,1,-1,-1,-1
2,20,1295.30,377.20,217.37,57.05,1,-1,-1,-1
2,21,761.93,275.14,71.41,43.31,1,-1,-1,-1
2,22,1366.28,1027.31,80.65,52.63,1,-1,-1,-1
2,23,1447.32,514.82,38.43,52.43,1,-1,-1,-1
2,24,814.72,519.46,50.58,171.07,1,-1,-1,-1
2,25,1234.19,587.01,34.31,182.66,1,-1,-1,-1
2,26,758.93,693.53,79.96,200.56,1,-1,-1,-1
2,27,412.44,790.90,78.66,268.44,1,-1,-1,-1
2,28,955.33,608.23,65.65,193.08,1,-1,-1,-1
2,29,460.35,827.11,40.87,97.91,1,-1,-1,-1
2,30,1032.63,611.62,73.27,183.67,1,-1,-1,-1
2,31,866.13,528.99,51.07,158.80,1,-1,-1,-1
2,32,1668.80,666.60,78.14,208.47,1,-1,-1,-1
2,33,1430.31,598.00,65.41,178.19,1,-1,-1,-1
2,34,1169.74,609.37,62.28,190.89,1,-1,-1,-1
